,indicadorIA,indicatorIdsOsmosys,formId,recordId
0,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhi7lg001vxkmnlk6evrwe
1,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhibde001wxkmnayn81prc
2,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhifc2001xxkmn76s1vc28
3,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhiis0001yxkmnfcsiclnd
4,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhillt001zxkmnt7pc0s27
5,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhionk0020xkmne0g0f6kb
6,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhire10021xkmnbsred1n8
7,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhiu5g0022xkmnct6nhmdz
8,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhiwu30023xkmnx69eh83p
9,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhizie0024xkmneelcigft
10,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhj27k0025xkmn794l5jbp
11,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhj4v60026xkmnk35jmzow
12,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhj8a10027xkmnbget6qig
13,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjb330028xkmng7hvifov
14,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjdln0029xkmnbksjclud
15,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjg9a002axkmnzlxozl9o
16,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjiqk002bxkmn8569nzco
17,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjl8q002cxkmn9m5bx1n6
18,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjnwn002dxkmnopleiba1
19,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjqhq002exkmnn8le8vx5
20,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjt6t002fxkmnvbxye5gt
21,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjvu1002gxkmnq0zkhm99
22,PRVBG2_01,[190 189],covquymld0fcr3p7m,clehhjz1r002hxkmnmjja1q5o
