,indicadorIA,indicatorIdsOsmosys,formId,recordId
0,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnk9x000zhonvo73k7b7m
1,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnkop0010honvsajmnjfp
2,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnl380011honvnl5w5bcj
3,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnli90012honvkifsfw8o
4,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnlvf0013honvyosk4m0i
5,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnmaf0014honvrsjxjsz9
6,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnmql0015honvai3lryla
7,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnn5w0016honvhc9ctvfd
8,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnnl50017honv2584gn9n
9,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mno1u0018honvjm84ht6j
10,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnohe0019honvwknti4fb
11,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnow4001ahonvtv9383kd
12,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnpf0001bhonvb32eufhs
13,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnpu1001chonv89u9bisd
14,ED4_03,[211 218 219],conhqwclct8vun42s40,clk2mnq8k001dhonvv4t9zey5
