,indicadorIA,indicatorIdsOsmosys,formId,recordId
0,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqmsa003pa8npm4dfdnsd
1,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqnfa003qa8npdaqxok0w
2,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqo85003ra8npomqz7xa5
3,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqov6003sa8nprpm9ujy4
4,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqpkc003ta8np1o2j9kud
5,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqq7f003ua8npksswb3d0
6,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqque003va8nppchqgfcv
7,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqrge003wa8npeq4cae5u
8,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqs1y003xa8np11r8liri
9,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqsnv003ya8np3v8bgmph
10,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqt91003za8np5obalql7
11,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqtss0040a8npzex148wc
12,PRVBG4_03,[194],covquymld0fcr3p7m,clf7bqudz0041a8npttit8p7b
