,indicadorIA,indicatorIdsOsmosys,formId,recordId
0,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771hj2000pycnmpcj4g28d
1,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771ips000qycnmb92k989j
2,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771jwx000rycnmds5ii9bc
3,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771l3a000sycnmobfo6mcg
4,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771m8e000tycnmkc254y2w
5,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771nem000uycnm52zwdkxk
6,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771okj000vycnm6lq2wxrq
7,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771pq7000wycnmmhe9gio5
8,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771qvu000xycnmep5hd68k
9,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771s16000yycnmb6r7xuly
10,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771t5u000zycnmyn1hdp3w
11,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771uaj0010ycnmreorjlzg
12,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771vfs0011ycnmm911o4df
13,PRPI1_02,[ 34 128],c5vie2zkysumtk35,cl9771wll0012ycnmxiu030yf
