,indicadorIA,indicatorIdsOsmosys,formId,recordId
0,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuel43d004hysnvzcs3sdmz
1,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuel6jb004iysnveo8vsweo
2,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuel8yn004jysnvoyvx7xfa
3,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelbd5004kysnvh0o2qwkt
4,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliueldta004lysnvljvtv76y
5,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelgft004mysnv5xijwzx0
6,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliueliyu004nysnvkhoc0ump
7,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelleg004oysnvl16inbtv
8,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelnu8004pysnvri7aooo2
9,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelqcz004qysnvh2v6e8jf
10,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelstx004rysnvtr7f3z0g
11,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelvcg004sysnvou16upir
12,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuelxwy004tysnvm4kudi71
13,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuem0fr004uysnvz2u54ak7
14,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuem2yo004vysnvax3bu10d
15,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuem5j7004wysnvh496jlx2
16,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuem847004xysnv6resrpgd
17,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemark004yysnv8j430ap8
18,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemdg2004zysnvdgib1m2i
19,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemg280050ysnvr48807qu
20,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemipn0051ysnv0ksan6j2
21,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemldl0052ysnvrhjw3959
22,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemo160053ysnvj1m2goh6
23,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemqxm0054ysnv9ykvrf6b
24,PRVBG2_01,[189 190],covquymld0fcr3p7m,cliuemtov0055ysnvw0xdmuvp
